scenario_id,event_type,venue_type,guest_count,room_length_m,room_width_m,room_area_m2,budget_pkr,budget_per_guest_pkr,age_group,time_of_day,preferred_color,preferred_style,theme_label,cake_label,decor_label,layout_label,recommended_servings,labelled_by,confidence,source,review_status,dataset_split,generation_seed,rule_notes
BSAR1127,wedding,hall,28,8.9,6.8,60.5,219000,7821,mixed,night,green,rustic,rustic_natural,single_tier_square,luxury_stage,full_stage_setup,28,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1128,graduation,hall,23,9.2,5.1,46.9,200000,8696,adult,night,purple,elegant,elegant_gold,single_tier_square,luxury_stage,full_stage_setup,23,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1129,wedding,home,82,11.5,7.1,81.6,285000,3476,adult,night,green,minimal,modern_minimal,two_tier_floral,rustic_wood_setup,two_side_tables,82,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1130,baby_shower,hall,20,8.1,4.4,35.6,103000,5150,adult,night,purple,colourful,pastel_floral,single_tier_round,flower_wall,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1131,baby_shower,home,33,8.2,4.6,37.7,143000,4333,adult,day,red,rustic,rustic_natural,single_tier_square,rustic_wood_setup,cake_and_dessert_table,33,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1132,birthday,hall,91,13.5,8.2,110.7,780000,8571,adult,day,red,colourful,colourful_cartoon,three_tier_luxury,luxury_stage,full_stage_setup,91,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1133,birthday,restaurant,99,12.9,9.9,127.7,156000,1576,teenager,night,purple,minimal,colourful_cartoon,two_tier_floral,minimal_backdrop,two_side_tables,99,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1134,anniversary,hall,49,11.2,6.1,68.3,567000,11571,mixed,night,white,colourful,traditional_luxury,two_tier_round,luxury_stage,full_stage_setup,49,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1135,wedding,home,33,8.9,4.9,43.6,84000,2545,adult,night,white,elegant,elegant_gold,single_tier_square,minimal_backdrop,cake_and_dessert_table,33,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1136,birthday,hall,19,7.5,6.5,48.8,65000,3421,child,night,white,elegant,modern_minimal,single_tier_round,balloon_setup,single_cake_table,19,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1137,baby_shower,outdoor,19,9.2,5.1,46.9,36000,1895,adult,day,pink,colourful,colourful_cartoon,single_tier_square,minimal_backdrop,single_cake_table,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1138,graduation,home,24,6.6,4.8,31.7,76000,3167,adult,night,gold,elegant,elegant_gold,single_tier_square,balloon_setup,single_cake_table,24,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1139,wedding,home,45,8.1,6.8,55.1,132000,2933,adult,day,white,minimal,pastel_floral,two_tier_floral,minimal_backdrop,cake_and_dessert_table,45,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1140,baby_shower,hall,106,16,11.5,184,410000,3868,adult,night,pink,minimal,pastel_floral,two_tier_floral,flower_wall,two_side_tables,106,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1141,birthday,home,207,18.8,10.6,199.3,757000,3657,child,night,white,elegant,rustic_natural,three_tier_luxury,rustic_wood_setup,two_side_tables,207,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1142,graduation,hall,19,6,5.4,32.4,281000,14789,mixed,day,white,elegant,elegant_gold,single_tier_square,luxury_stage,full_stage_setup,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1143,baby_shower,hall,12,7.5,4,30,49000,4083,adult,night,white,rustic,rustic_natural,single_tier_round,balloon_setup,single_cake_table,12,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1144,birthday,outdoor,41,13.1,7.1,93,200000,4878,teenager,night,purple,colourful,pastel_floral,two_tier_round,rustic_wood_setup,cake_and_dessert_table,41,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1145,baby_shower,restaurant,159,20.2,11,222.2,542000,3409,adult,day,white,rustic,rustic_natural,three_tier_luxury,flower_wall,two_side_tables,159,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1146,anniversary,home,36,9.8,5.2,51,56000,1556,adult,night,gold,elegant,elegant_gold,single_tier_square,minimal_backdrop,cake_and_dessert_table,36,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1147,birthday,hall,218,23.5,16.3,383.1,602000,2761,child,night,purple,colourful,colourful_cartoon,three_tier_luxury,flower_wall,full_stage_setup,218,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1148,graduation,restaurant,25,6.6,6,39.6,277000,11080,adult,night,green,rustic,rustic_natural,single_tier_square,luxury_stage,full_stage_setup,25,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1149,birthday,hall,117,15.5,10.8,167.4,1173000,10026,teenager,night,green,minimal,modern_minimal,two_tier_floral,luxury_stage,full_stage_setup,117,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1150,wedding,hall,53,11.5,7.9,90.9,139000,2623,adult,day,blue,colourful,pastel_floral,two_tier_floral,balloon_setup,cake_and_dessert_table,53,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1151,wedding,hall,26,8.4,5,42,269000,10346,mixed,day,red,elegant,traditional_luxury,single_tier_square,luxury_stage,full_stage_setup,26,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1152,birthday,hall,43,8.7,7.5,65.3,76000,1767,child,day,blue,colourful,colourful_cartoon,two_tier_round,minimal_backdrop,cake_and_dessert_table,43,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1153,wedding,hall,213,21.3,18.1,385.5,296000,1390,mixed,day,gold,elegant,elegant_gold,three_tier_luxury,minimal_backdrop,full_stage_setup,213,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1154,wedding,restaurant,17,6.7,3.6,24.1,59000,3471,adult,night,green,traditional,traditional_luxury,single_tier_square,minimal_backdrop,single_cake_table,17,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1155,birthday,hall,8,5.2,4.6,23.9,33000,4125,adult,night,white,minimal,pastel_floral,single_tier_round,balloon_setup,single_cake_table,8,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1156,birthday,restaurant,88,12.7,9,114.3,231000,2625,child,night,pink,colourful,colourful_cartoon,two_tier_floral,balloon_setup,two_side_tables,88,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1157,wedding,outdoor,68,14.9,9.3,138.6,185000,2721,adult,day,gold,elegant,elegant_gold,two_tier_round,rustic_wood_setup,cake_and_dessert_table,68,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1158,wedding,home,97,11.8,7.3,86.1,292000,3010,adult,night,mixed,minimal,modern_minimal,two_tier_floral,flower_wall,two_side_tables,97,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1159,wedding,hall,88,14.8,8.7,128.8,600000,6818,adult,night,gold,elegant,elegant_gold,two_tier_floral,luxury_stage,full_stage_setup,88,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1160,birthday,hall,117,14.4,12.7,182.9,912000,7795,teenager,day,red,traditional,traditional_luxury,three_tier_luxury,luxury_stage,full_stage_setup,117,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1161,wedding,outdoor,36,10.8,6.8,73.4,92000,2556,adult,night,purple,elegant,traditional_luxury,two_tier_round,balloon_setup,cake_and_dessert_table,36,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1162,birthday,hall,38,8.9,7.5,66.8,442000,11632,adult,day,mixed,colourful,colourful_cartoon,single_tier_square,luxury_stage,full_stage_setup,38,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1163,wedding,hall,22,7,5.8,40.6,96000,4364,mixed,day,red,elegant,rustic_natural,single_tier_square,flower_wall,single_cake_table,22,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1164,birthday,hall,103,16.8,10.7,179.8,564000,5476,adult,day,purple,colourful,colourful_cartoon,three_tier_luxury,flower_wall,two_side_tables,103,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1165,birthday,outdoor,204,20.8,13.5,280.8,357000,1750,teenager,day,mixed,colourful,colourful_cartoon,three_tier_luxury,minimal_backdrop,two_side_tables,204,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1166,graduation,restaurant,21,6.2,5.3,32.9,85000,4048,mixed,day,gold,elegant,traditional_luxury,single_tier_round,rustic_wood_setup,single_cake_table,21,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1167,anniversary,outdoor,21,8.8,6.2,54.6,94000,4476,adult,night,red,elegant,elegant_gold,single_tier_square,flower_wall,single_cake_table,21,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1168,baby_shower,restaurant,168,19.7,12,236.4,426000,2536,adult,night,white,elegant,pastel_floral,three_tier_luxury,balloon_setup,two_side_tables,168,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1169,wedding,hall,50,11.6,7.2,83.5,137000,2740,adult,night,blue,minimal,pastel_floral,two_tier_round,rustic_wood_setup,cake_and_dessert_table,50,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1170,wedding,hall,85,12.9,11.7,150.9,753000,8859,adult,night,red,traditional,traditional_luxury,two_tier_floral,luxury_stage,full_stage_setup,85,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1171,baby_shower,hall,37,10.1,7,70.7,493000,13324,mixed,day,purple,colourful,colourful_cartoon,single_tier_square,luxury_stage,full_stage_setup,37,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1172,birthday,hall,20,8.4,5.8,48.7,91000,4550,child,night,mixed,elegant,pastel_floral,single_tier_square,rustic_wood_setup,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1173,birthday,outdoor,20,9.8,5.3,51.9,126000,6300,teenager,day,pink,colourful,colourful_cartoon,single_tier_round,flower_wall,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1174,graduation,hall,229,21.8,16.3,355.3,1219000,5323,adult,night,gold,elegant,elegant_gold,three_tier_luxury,flower_wall,full_stage_setup,229,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1175,wedding,home,31,8,4.6,36.8,55000,1774,adult,night,green,traditional,traditional_luxury,single_tier_square,minimal_backdrop,cake_and_dessert_table,31,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1176,birthday,hall,82,13.1,8.4,110,365000,4451,teenager,night,pink,colourful,colourful_cartoon,two_tier_floral,rustic_wood_setup,two_side_tables,82,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1177,wedding,hall,15,7,4,28,212000,14133,mixed,day,purple,traditional,elegant_gold,single_tier_square,luxury_stage,full_stage_setup,15,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1178,birthday,outdoor,100,16.8,11.6,194.9,447000,4470,mixed,night,purple,elegant,colourful_cartoon,two_tier_floral,flower_wall,two_side_tables,100,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1179,wedding,restaurant,19,6.8,4.6,31.3,99000,5211,adult,day,red,minimal,rustic_natural,single_tier_round,rustic_wood_setup,single_cake_table,19,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1180,anniversary,hall,104,16.2,11.9,192.8,328000,3154,adult,night,gold,traditional,traditional_luxury,two_tier_floral,balloon_setup,two_side_tables,104,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1181,baby_shower,restaurant,37,9.6,6.2,59.5,92000,2486,adult,day,blue,elegant,pastel_floral,single_tier_square,minimal_backdrop,cake_and_dessert_table,37,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1182,birthday,hall,23,7.6,6.4,48.6,53000,2304,child,day,gold,rustic,modern_minimal,single_tier_round,minimal_backdrop,single_cake_table,23,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1183,baby_shower,home,88,13,7.5,97.5,274000,3114,adult,day,white,rustic,rustic_natural,two_tier_round,balloon_setup,two_side_tables,88,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1184,birthday,home,14,6.3,3.5,22.1,41000,2929,adult,night,gold,rustic,rustic_natural,single_tier_round,balloon_setup,single_cake_table,14,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1185,graduation,hall,15,7.9,4.2,33.2,289000,19267,teenager,day,blue,minimal,modern_minimal,single_tier_round,luxury_stage,full_stage_setup,15,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1186,graduation,outdoor,19,7.7,5.4,41.6,68000,3579,teenager,day,blue,minimal,modern_minimal,single_tier_round,rustic_wood_setup,single_cake_table,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1187,anniversary,hall,49,12.5,6.7,83.8,592000,12082,adult,night,red,rustic,rustic_natural,two_tier_round,luxury_stage,full_stage_setup,49,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1188,anniversary,hall,202,19.7,16.4,323.1,1441000,7134,mixed,night,gold,elegant,traditional_luxury,three_tier_luxury,luxury_stage,full_stage_setup,202,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1189,wedding,restaurant,35,9.5,6.2,58.9,141000,4029,adult,night,red,elegant,elegant_gold,single_tier_square,rustic_wood_setup,cake_and_dessert_table,35,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1190,anniversary,hall,99,14.8,8.8,130.2,350000,3535,adult,night,white,elegant,elegant_gold,two_tier_floral,flower_wall,two_side_tables,99,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1191,graduation,home,71,9.7,8.6,83.4,141000,1986,adult,day,red,minimal,rustic_natural,two_tier_floral,minimal_backdrop,two_side_tables,71,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1192,graduation,home,58,10.2,6.2,63.2,172000,2966,adult,night,white,elegant,modern_minimal,two_tier_round,balloon_setup,cake_and_dessert_table,58,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1193,birthday,hall,51,11.1,6.2,68.8,477000,9353,child,night,purple,colourful,colourful_cartoon,two_tier_round,luxury_stage,full_stage_setup,51,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1194,birthday,hall,16,6.4,3.6,23,191000,11938,mixed,day,white,rustic,rustic_natural,single_tier_round,luxury_stage,full_stage_setup,16,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1195,wedding,hall,25,8.6,5.1,43.9,98000,3920,adult,night,gold,elegant,elegant_gold,single_tier_round,flower_wall,single_cake_table,25,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1196,graduation,home,49,9.7,6.6,64,167000,3408,teenager,day,purple,traditional,traditional_luxury,two_tier_floral,rustic_wood_setup,cake_and_dessert_table,49,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1197,anniversary,hall,39,9.2,7,64.4,135000,3462,adult,night,white,minimal,elegant_gold,single_tier_square,flower_wall,cake_and_dessert_table,39,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1198,graduation,restaurant,85,12,10.6,127.2,210000,2471,adult,night,white,minimal,modern_minimal,two_tier_round,rustic_wood_setup,two_side_tables,85,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1199,anniversary,home,12,5.5,3.7,20.4,55000,4583,adult,night,mixed,colourful,colourful_cartoon,single_tier_round,flower_wall,single_cake_table,12,bakesmart_rule_generator_v1,3,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1200,graduation,hall,18,6.9,4.3,29.7,272000,15111,teenager,night,gold,traditional,traditional_luxury,single_tier_square,luxury_stage,full_stage_setup,18,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1201,birthday,hall,143,17.1,14.1,241.1,836000,5846,child,night,gold,elegant,traditional_luxury,three_tier_luxury,luxury_stage,full_stage_setup,143,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1202,wedding,home,81,11,7.4,81.4,248000,3062,adult,night,red,elegant,elegant_gold,two_tier_floral,balloon_setup,two_side_tables,81,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1203,wedding,outdoor,238,26.8,16.3,436.8,1170000,4916,adult,night,white,elegant,elegant_gold,three_tier_luxury,flower_wall,two_side_tables,238,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1204,baby_shower,hall,140,19.2,12.6,241.9,359000,2564,adult,day,mixed,minimal,modern_minimal,three_tier_luxury,balloon_setup,full_stage_setup,140,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1205,baby_shower,restaurant,79,11.1,8.2,91,784000,9924,adult,day,purple,elegant,pastel_floral,two_tier_round,luxury_stage,full_stage_setup,79,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR1206,baby_shower,outdoor,56,14.1,7.5,105.8,96000,1714,adult,night,mixed,colourful,colourful_cartoon,two_tier_round,balloon_setup,cake_and_dessert_table,56,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
