commons_page_id,title,source_category,source_page_url,original_url,download_url,license,license_url,creator,credit,automated_license_screen,training_status
112554612,File:Mozcon SEO & Marketing Conference.jpg,Event venues,https://commons.wikimedia.org/wiki/File:Mozcon_SEO_%26_Marketing_Conference.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/Mozcon_SEO_%26_Marketing_Conference.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Mozcon_SEO_%26_Marketing_Conference.jpg/480px-Mozcon_SEO_%26_Marketing_Conference.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,delegateconnectimages,https://www.flickr.com/photos/193385443@N05/51295482557/,passed,candidate_not_for_training
79007199,File:Monte Carlo (93922983).jpg,Hotel lobbies,https://commons.wikimedia.org/wiki/File:Monte_Carlo_(93922983).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Monte_Carlo_%2893922983%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Monte_Carlo_%2893922983%29.jpg/480px-Monte_Carlo_%2893922983%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Herry Lawford from Stockbridge, UK",Monte Carlo,passed,candidate_not_for_training
23615352,File:Bracken Ridge Hall courtyard (6274672680).jpg,Community halls,https://commons.wikimedia.org/wiki/File:Bracken_Ridge_Hall_courtyard_(6274672680).jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/Bracken_Ridge_Hall_courtyard_%286274672680%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Bracken_Ridge_Hall_courtyard_%286274672680%29.jpg/480px-Bracken_Ridge_Hall_courtyard_%286274672680%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Brisbane City Council,Bracken Ridge Hall courtyard,passed,candidate_not_for_training
87221213,File:Emergenza coronavirus (49497695101).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49497695101).jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Emergenza_coronavirus_%2849497695101%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Emergenza_coronavirus_%2849497695101%29.jpg/500px-Emergenza_coronavirus_%2849497695101%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,passed,candidate_not_for_training
17343759,File:Aoi osaki.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Aoi_osaki.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Aoi_osaki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Aoi_osaki.jpg/500px-Aoi_osaki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,No machine-readable author provided. Fj6231 assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,passed,candidate_not_for_training
74147453,File:A tacky lamp at Trailer Park restaurant. (25989390132).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:A_tacky_lamp_at_Trailer_Park_restaurant._(25989390132).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg/500px-A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Billie Grace Ward from New York, USA",A tacky lamp at Trailer Park restaurant.,passed,candidate_not_for_training
19307723,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (2).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,passed,candidate_not_for_training
182291972,File:Carl Witzmann Foyer des Scala Theaters in Wien.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg/500px-Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Carl Witzmann,Dorotheum : Info about artwork,passed,candidate_not_for_training
6960497,File:Palacio San Martin ballroom.jpg,Ballrooms,https://commons.wikimedia.org/wiki/File:Palacio_San_Martin_ballroom.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Palacio_San_Martin_ballroom.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Palacio_San_Martin_ballroom.jpg/480px-Palacio_San_Martin_ballroom.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Alicia Nijdam,Palacio San Martin,passed,candidate_not_for_training
65265858,File:034a Padua dining-room.jpg,Dining rooms,https://commons.wikimedia.org/wiki/File:034a_Padua_dining-room.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/034a_Padua_dining-room.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/034a_Padua_dining-room.jpg/480px-034a_Padua_dining-room.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Czaich Á. Gilbert és Fráter Aladár,X. Pius X. pápa. Pius pápa életének és uralkodásának története napjainkig. Budapest 1907 book,passed,candidate_not_for_training
108966921,File:Another Accidental Image - Flickr - Dennis S. Hurd.jpg,Living rooms,https://commons.wikimedia.org/wiki/File:Another_Accidental_Image_-_Flickr_-_Dennis_S._Hurd.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Another_Accidental_Image_-_Flickr_-_Dennis_S._Hurd.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Another_Accidental_Image_-_Flickr_-_Dennis_S._Hurd.jpg/480px-Another_Accidental_Image_-_Flickr_-_Dennis_S._Hurd.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dennis Sylvester Hurd,Another Accidental Image,passed,candidate_not_for_training
83447510,File:PikiWiki Israel 58091 jaffa - old city.jpg,Reception rooms,https://commons.wikimedia.org/wiki/File:PikiWiki_Israel_58091_jaffa_-_old_city.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ac/PikiWiki_Israel_58091_jaffa_-_old_city.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/PikiWiki_Israel_58091_jaffa_-_old_city.jpg/480px-PikiWiki_Israel_58091_jaffa_-_old_city.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Ariel Manor,Heritage conservation picture Project - Jaffa Port via the PikiWiki - Israel free image collection project,passed,candidate_not_for_training
134698323,File:CommelliniEstateSouthFace.jpg,Wedding venues,https://commons.wikimedia.org/wiki/File:CommelliniEstateSouthFace.jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/CommelliniEstateSouthFace.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/CommelliniEstateSouthFace.jpg/480px-CommelliniEstateSouthFace.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,T85cr1ft19m1n,Own work,passed,candidate_not_for_training
162824192,File:Muri Okuola Park.jpg,Event venues,https://commons.wikimedia.org/wiki/File:Muri_Okuola_Park.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Muri_Okuola_Park.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Muri_Okuola_Park.jpg/480px-Muri_Okuola_Park.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Zubaidabta12,Own work,passed,candidate_not_for_training
9992768,File:Tamm 1.jpg,Hotel lobbies,https://commons.wikimedia.org/wiki/File:Tamm_1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Tamm_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Tamm_1.jpg/480px-Tamm_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Western Region,Own work,passed,candidate_not_for_training
23615347,File:Bracken Ridge Hall kitchen (6274682046).jpg,Community halls,https://commons.wikimedia.org/wiki/File:Bracken_Ridge_Hall_kitchen_(6274682046).jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Bracken_Ridge_Hall_kitchen_%286274682046%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Bracken_Ridge_Hall_kitchen_%286274682046%29.jpg/480px-Bracken_Ridge_Hall_kitchen_%286274682046%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Brisbane City Council,Bracken Ridge Hall kitchen,passed,candidate_not_for_training
105544053,File:Fotos produzidas pelo Senado (51190599735).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Fotos_produzidas_pelo_Senado_(51190599735).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg/500px-Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Senado Federal from Brasilia, Brazil",Fotos produzidas pelo Senado,passed,candidate_not_for_training
4784153,File:Bernerhof Chandelier Hall.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Bernerhof_Chandelier_Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bernerhof_Chandelier_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Bernerhof_Chandelier_Hall.jpg/500px-Bernerhof_Chandelier_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sandstein,Own work,passed,candidate_not_for_training
61911747,File:Alex Jones 2014-11-23 (Unsplash).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:Alex_Jones_2014-11-23_(Unsplash).jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Alex_Jones_2014-11-23_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Alex_Jones_2014-11-23_%28Unsplash%29.jpg/500px-Alex_Jones_2014-11-23_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Alex Jones alexjones,https://unsplash.com/photos/v0_6jaOOjpk Image at the Wayback Machine Gallery at the Wayback Machine,passed,candidate_not_for_training
19308572,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (26).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(26).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,passed,candidate_not_for_training
8324723,File:Dallas Meyerson Center foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Dallas_Meyerson_Center_foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Dallas_Meyerson_Center_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Dallas_Meyerson_Center_foyer.jpg/500px-Dallas_Meyerson_Center_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,passed,candidate_not_for_training
69377824,File:Sala de Baile do Palácio da Presidência da República - Illustração Portugueza (27Nov1911).png,Ballrooms,https://commons.wikimedia.org/wiki/File:Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_(27Nov1911).png,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_%2827Nov1911%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_%2827Nov1911%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Joshua Benoliel,"Hemeroteca Digital: ""Ilustração Portuguesa"", 2.ª série, n.º 301, 27 de Novembro de 1911",passed,candidate_not_for_training
52596260,File:07547-Karlsbad-1906-Cafe Pupp - Innenansicht-Brück & Sohn Kunstverlag.jpg,Dining rooms,https://commons.wikimedia.org/wiki/File:07547-Karlsbad-1906-Cafe_Pupp_-_Innenansicht-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/07547-Karlsbad-1906-Cafe_Pupp_-_Innenansicht-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/07547-Karlsbad-1906-Cafe_Pupp_-_Innenansicht-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg/480px-07547-Karlsbad-1906-Cafe_Pupp_-_Innenansicht-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Brück & Sohn Kunstverlag Meißen,Own work,passed,candidate_not_for_training
1864334,File:Antesala.jpg,Living rooms,https://commons.wikimedia.org/wiki/File:Antesala.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Antesala.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Antesala.jpg/480px-Antesala.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,No machine-readable author provided. Pinki~commonswiki assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,passed,candidate_not_for_training
4499922,"File:Reception counter in the Windsor Hotel, Montreal, QC, about 1890.jpg",Reception rooms,"https://commons.wikimedia.org/wiki/File:Reception_counter_in_the_Windsor_Hotel,_Montreal,_QC,_about_1890.jpg",https://upload.wikimedia.org/wikipedia/commons/2/22/Reception_counter_in_the_Windsor_Hotel%2C_Montreal%2C_QC%2C_about_1890.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/2/22/Reception_counter_in_the_Windsor_Hotel%2C_Montreal%2C_QC%2C_about_1890.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Wm. Notman & Son,This image is available from the McCord Stewart Museum under the access number VIEW-2223 This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.,passed,candidate_not_for_training
137555556,File:Cổng hoa trang trí tiệc cưới.jpg,Wedding venues,https://commons.wikimedia.org/wiki/File:C%E1%BB%95ng_hoa_trang_tr%C3%AD_ti%E1%BB%87c_c%C6%B0%E1%BB%9Bi.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/C%E1%BB%95ng_hoa_trang_tr%C3%AD_ti%E1%BB%87c_c%C6%B0%E1%BB%9Bi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C%E1%BB%95ng_hoa_trang_tr%C3%AD_ti%E1%BB%87c_c%C6%B0%E1%BB%9Bi.jpg/480px-C%E1%BB%95ng_hoa_trang_tr%C3%AD_ti%E1%BB%87c_c%C6%B0%E1%BB%9Bi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,KOL Giới Trẻ,Own work,passed,candidate_not_for_training
130689249,"File:Nyköpings arenor, Rosvalla, 2023-04-09.jpg",Event venues,"https://commons.wikimedia.org/wiki/File:Nyk%C3%B6pings_arenor,_Rosvalla,_2023-04-09.jpg",https://upload.wikimedia.org/wikipedia/commons/5/51/Nyk%C3%B6pings_arenor%2C_Rosvalla%2C_2023-04-09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Nyk%C3%B6pings_arenor%2C_Rosvalla%2C_2023-04-09.jpg/480px-Nyk%C3%B6pings_arenor%2C_Rosvalla%2C_2023-04-09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Axel Pettersson,Own work,passed,candidate_not_for_training
195969711,"File:Tokyo, Assorted - Tokyo639.jpg",Hotel lobbies,"https://commons.wikimedia.org/wiki/File:Tokyo,_Assorted_-_Tokyo639.jpg",https://upload.wikimedia.org/wikipedia/commons/6/64/Tokyo%2C_Assorted_-_Tokyo639.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Tokyo%2C_Assorted_-_Tokyo639.jpg/480px-Tokyo%2C_Assorted_-_Tokyo639.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,lumoplank,https://www.flickr.com/photos/199350666@N08/53408568617,passed,candidate_not_for_training
216138,File:Goromboly CommunalHall.jpg,Community halls,https://commons.wikimedia.org/wiki/File:Goromboly_CommunalHall.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Goromboly_CommunalHall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Goromboly_CommunalHall.jpg/480px-Goromboly_CommunalHall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Unknown,Wikimedia Commons,passed,candidate_not_for_training
27213701,File:Fundatoriu salė Monte Pacis svetingumo komplekse.jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg/500px-Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Monte Pacis,http://www.montepacis.lt/,passed,candidate_not_for_training
4784113,File:Bernerhof Large Salon.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Bernerhof_Large_Salon.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Bernerhof_Large_Salon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Bernerhof_Large_Salon.jpg/500px-Bernerhof_Large_Salon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sandstein,Own work,passed,candidate_not_for_training
196509371,File:Browns Social House interior - Tofino Canada 2026.jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:Browns_Social_House_interior_-_Tofino_Canada_2026.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Browns_Social_House_interior_-_Tofino_Canada_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Browns_Social_House_interior_-_Tofino_Canada_2026.jpg/500px-Browns_Social_House_interior_-_Tofino_Canada_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Carter Lacey,Own work,passed,candidate_not_for_training
19307737,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (4).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(4).jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,passed,candidate_not_for_training
33116940,File:Dock-street-threatre-lobby-sc1.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Dock-street-threatre-lobby-sc1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Dock-street-threatre-lobby-sc1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Dock-street-threatre-lobby-sc1.jpg/500px-Dock-street-threatre-lobby-sc1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Brian Stansberry,Own work,passed,candidate_not_for_training
8039432,File:Salão.JPG,Ballrooms,https://commons.wikimedia.org/wiki/File:Sal%C3%A3o.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a4/Sal%C3%A3o.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Sal%C3%A3o.JPG/480px-Sal%C3%A3o.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Andrevruas,Own work,passed,candidate_not_for_training
