decor_id,theme_id,event_types,category,item_name,description,indoor_outdoor,space_requirement,placement_zone,quantity_rule,color_options,material,rental_or_purchase,safety_notes,ar_asset_key,search_terms
arabian-majlis-decor-05,arabian-majlis,engagement;wedding;family-gathering;corporate;ramadan-iftar,signage,Low wooden coffee tables with trays,Low wooden coffee tables with trays selected in the Arabian Majlis palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#123C36;#C79A4A;#7A263A;#E7D7B8;#1F1A17,velvet;patterned textile;brass-look metal;wood;frosted glass,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/arabian-majlis/signage-01,Low wooden coffee tables with trays;Arabian Majlis;event decor;party rental
sports-hobby-decor-01,sports-hobby,birthday;kids-birthday;corporate;team-celebration;graduation,backdrop,Personalized team-color backdrop banner,Personalized team-color backdrop banner selected in the Sports & Hobby palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#FFFFFF;#1E4E8C;#D62828;#2A9D5B;#222222,printed board;acrylic;fabric;foam;rubber mat,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/sports-hobby/backdrop-01,Personalized team-color backdrop banner;Sports & Hobby;event decor;party rental
sports-hobby-decor-02,sports-hobby,birthday;kids-birthday;corporate;team-celebration;graduation,floor-arrangement,Freestanding scoreboard-style sign,Freestanding scoreboard-style sign selected in the Sports & Hobby palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#FFFFFF;#1E4E8C;#D62828;#2A9D5B;#222222,printed board;acrylic;fabric;foam;rubber mat,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/sports-hobby/floor-arrangement-01,Freestanding scoreboard-style sign;Sports & Hobby;event decor;party rental
sports-hobby-decor-03,sports-hobby,birthday;kids-birthday;corporate;team-celebration;graduation,lighting,Clean replica equipment prop display,Clean replica equipment prop display selected in the Sports & Hobby palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#FFFFFF;#1E4E8C;#D62828;#2A9D5B;#222222,printed board;acrylic;fabric;foam;rubber mat,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/sports-hobby/lighting-01,Clean replica equipment prop display;Sports & Hobby;event decor;party rental
sports-hobby-decor-04,sports-hobby,birthday;kids-birthday;corporate;team-celebration;graduation,table-setting,Team-color table linen set,Team-color table linen set selected in the Sports & Hobby palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#FFFFFF;#1E4E8C;#D62828;#2A9D5B;#222222,printed board;acrylic;fabric;foam;rubber mat,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/sports-hobby/table-setting-01,Team-color table linen set;Sports & Hobby;event decor;party rental
sports-hobby-decor-05,sports-hobby,birthday;kids-birthday;corporate;team-celebration;graduation,signage,Photo area with jersey-number cutouts,Photo area with jersey-number cutouts selected in the Sports & Hobby palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#FFFFFF;#1E4E8C;#D62828;#2A9D5B;#222222,printed board;acrylic;fabric;foam;rubber mat,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/sports-hobby/signage-01,Photo area with jersey-number cutouts;Sports & Hobby;event decor;party rental
rainbow-bright-pop-decor-01,rainbow-bright-pop,birthday;kids-birthday;graduation;pride-event;corporate,backdrop,Six-color balloon arch kit,Six-color balloon arch kit selected in the Rainbow Bright Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#F94144;#F8961E;#F9C74F;#43AA8B;#577590;#9B5DE5,matte balloons;acrylic;paper;fabric;foam board,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/rainbow-bright-pop/backdrop-01,Six-color balloon arch kit;Rainbow Bright Pop;event decor;party rental
rainbow-bright-pop-decor-02,rainbow-bright-pop,birthday;kids-birthday;graduation;pride-event;corporate,floor-arrangement,Color-block foam-board backdrop panels,Color-block foam-board backdrop panels selected in the Rainbow Bright Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#F94144;#F8961E;#F9C74F;#43AA8B;#577590;#9B5DE5,matte balloons;acrylic;paper;fabric;foam board,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/rainbow-bright-pop/floor-arrangement-01,Color-block foam-board backdrop panels;Rainbow Bright Pop;event decor;party rental
rainbow-bright-pop-decor-03,rainbow-bright-pop,birthday;kids-birthday;graduation;pride-event;corporate,lighting,Rainbow acrylic table signs,Rainbow acrylic table signs selected in the Rainbow Bright Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#F94144;#F8961E;#F9C74F;#43AA8B;#577590;#9B5DE5,matte balloons;acrylic;paper;fabric;foam board,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/rainbow-bright-pop/lighting-01,Rainbow acrylic table signs;Rainbow Bright Pop;event decor;party rental
rainbow-bright-pop-decor-04,rainbow-bright-pop,birthday;kids-birthday;graduation;pride-event;corporate,table-setting,Bright solid-color tablecloth set,Bright solid-color tablecloth set selected in the Rainbow Bright Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#F94144;#F8961E;#F9C74F;#43AA8B;#577590;#9B5DE5,matte balloons;acrylic;paper;fabric;foam board,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/rainbow-bright-pop/table-setting-01,Bright solid-color tablecloth set;Rainbow Bright Pop;event decor;party rental
rainbow-bright-pop-decor-05,rainbow-bright-pop,birthday;kids-birthday;graduation;pride-event;corporate,signage,Large paper fan wall decorations,Large paper fan wall decorations selected in the Rainbow Bright Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#F94144;#F8961E;#F9C74F;#43AA8B;#577590;#9B5DE5,matte balloons;acrylic;paper;fabric;foam board,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/rainbow-bright-pop/signage-01,Large paper fan wall decorations;Rainbow Bright Pop;event decor;party rental
farmhouse-decor-01,farmhouse,birthday;baby-shower;wedding;family-party;harvest-event,backdrop,Whitewashed wood panel backdrop,Whitewashed wood panel backdrop selected in the Farmhouse palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#F7F3E8;#C8B99C;#6E7F5B;#A64B3C;#3B3A32,wood;cotton;enamel-look metal;burlap;ceramic,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/farmhouse/backdrop-01,Whitewashed wood panel backdrop;Farmhouse;event decor;party rental
farmhouse-decor-02,farmhouse,birthday;baby-shower;wedding;family-party;harvest-event,floor-arrangement,Red gingham table runner,Red gingham table runner selected in the Farmhouse palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#F7F3E8;#C8B99C;#6E7F5B;#A64B3C;#3B3A32,wood;cotton;enamel-look metal;burlap;ceramic,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/farmhouse/floor-arrangement-01,Red gingham table runner;Farmhouse;event decor;party rental
farmhouse-decor-03,farmhouse,birthday;baby-shower;wedding;family-party;harvest-event,lighting,Enamel-look pitcher floral centerpieces,Enamel-look pitcher floral centerpieces selected in the Farmhouse palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#F7F3E8;#C8B99C;#6E7F5B;#A64B3C;#3B3A32,wood;cotton;enamel-look metal;burlap;ceramic,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/farmhouse/lighting-01,Enamel-look pitcher floral centerpieces;Farmhouse;event decor;party rental
farmhouse-decor-04,farmhouse,birthday;baby-shower;wedding;family-party;harvest-event,table-setting,Wooden crate display risers,Wooden crate display risers selected in the Farmhouse palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#F7F3E8;#C8B99C;#6E7F5B;#A64B3C;#3B3A32,wood;cotton;enamel-look metal;burlap;ceramic,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/farmhouse/table-setting-01,Wooden crate display risers;Farmhouse;event decor;party rental
farmhouse-decor-05,farmhouse,birthday;baby-shower;wedding;family-party;harvest-event,signage,Warm-white festoon light strings,Warm-white festoon light strings selected in the Farmhouse palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#F7F3E8;#C8B99C;#6E7F5B;#A64B3C;#3B3A32,wood;cotton;enamel-look metal;burlap;ceramic,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/farmhouse/signage-01,Warm-white festoon light strings;Farmhouse;event decor;party rental
art-deco-decor-01,art-deco,wedding;birthday;corporate-gala;anniversary;engagement,backdrop,Black-and-gold fan-pattern backdrop,Black-and-gold fan-pattern backdrop selected in the Art Deco palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#0B0B0B;#D4AF37;#F5E9D4;#0E5A4F;#7A1734,black acrylic;gold metal;velvet;mirror;glass,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/art-deco/backdrop-01,Black-and-gold fan-pattern backdrop;Art Deco;event decor;party rental
art-deco-decor-02,art-deco,wedding;birthday;corporate-gala;anniversary;engagement,floor-arrangement,Emerald velvet cocktail table covers,Emerald velvet cocktail table covers selected in the Art Deco palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#0B0B0B;#D4AF37;#F5E9D4;#0E5A4F;#7A1734,black acrylic;gold metal;velvet;mirror;glass,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/art-deco/floor-arrangement-01,Emerald velvet cocktail table covers;Art Deco;event decor;party rental
art-deco-decor-03,art-deco,wedding;birthday;corporate-gala;anniversary;engagement,lighting,Gold geometric table-number stands,Gold geometric table-number stands selected in the Art Deco palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#0B0B0B;#D4AF37;#F5E9D4;#0E5A4F;#7A1734,black acrylic;gold metal;velvet;mirror;glass,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/art-deco/lighting-01,Gold geometric table-number stands;Art Deco;event decor;party rental
art-deco-decor-04,art-deco,wedding;birthday;corporate-gala;anniversary;engagement,table-setting,Mirror-tile cake plinth,Mirror-tile cake plinth selected in the Art Deco palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#0B0B0B;#D4AF37;#F5E9D4;#0E5A4F;#7A1734,black acrylic;gold metal;velvet;mirror;glass,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/art-deco/table-setting-01,Mirror-tile cake plinth;Art Deco;event decor;party rental
art-deco-decor-05,art-deco,wedding;birthday;corporate-gala;anniversary;engagement,signage,Cream feather-look accent fans used away from food,Cream feather-look accent fans used away from food selected in the Art Deco palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#0B0B0B;#D4AF37;#F5E9D4;#0E5A4F;#7A1734,black acrylic;gold metal;velvet;mirror;glass,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/art-deco/signage-01,Cream feather-look accent fans used away from food;Art Deco;event decor;party rental
enchanted-forest-decor-01,enchanted-forest,wedding;birthday;kids-birthday;engagement;themed-party,backdrop,Artificial greenery wall backdrop,Artificial greenery wall backdrop selected in the Enchanted Forest palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#173F2A;#557A46;#8A6B45;#D8C7A0;#F7F1DF,artificial moss;wood;greenery;warm LEDs;stone-look board,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/enchanted-forest/backdrop-01,Artificial greenery wall backdrop;Enchanted Forest;event decor;party rental
enchanted-forest-decor-02,enchanted-forest,wedding;birthday;kids-birthday;engagement;themed-party,floor-arrangement,Woodland branch arch with warm micro LEDs,Woodland branch arch with warm micro LEDs selected in the Enchanted Forest palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#173F2A;#557A46;#8A6B45;#D8C7A0;#F7F1DF,artificial moss;wood;greenery;warm LEDs;stone-look board,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/enchanted-forest/floor-arrangement-01,Woodland branch arch with warm micro LEDs;Enchanted Forest;event decor;party rental
enchanted-forest-decor-03,enchanted-forest,wedding;birthday;kids-birthday;engagement;themed-party,lighting,Artificial moss table runners under glass risers,Artificial moss table runners under glass risers selected in the Enchanted Forest palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#173F2A;#557A46;#8A6B45;#D8C7A0;#F7F1DF,artificial moss;wood;greenery;warm LEDs;stone-look board,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/enchanted-forest/lighting-01,Artificial moss table runners under glass risers;Enchanted Forest;event decor;party rental
enchanted-forest-decor-04,enchanted-forest,wedding;birthday;kids-birthday;engagement;themed-party,table-setting,Wood-slice-look centerpiece bases,Wood-slice-look centerpiece bases selected in the Enchanted Forest palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#173F2A;#557A46;#8A6B45;#D8C7A0;#F7F1DF,artificial moss;wood;greenery;warm LEDs;stone-look board,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/enchanted-forest/table-setting-01,Wood-slice-look centerpiece bases;Enchanted Forest;event decor;party rental
enchanted-forest-decor-05,enchanted-forest,wedding;birthday;kids-birthday;engagement;themed-party,signage,Battery lantern path markers,Battery lantern path markers selected in the Enchanted Forest palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#173F2A;#557A46;#8A6B45;#D8C7A0;#F7F1DF,artificial moss;wood;greenery;warm LEDs;stone-look board,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/enchanted-forest/signage-01,Battery lantern path markers;Enchanted Forest;event decor;party rental
celestial-night-decor-01,celestial-night,birthday;engagement;wedding;graduation;corporate,backdrop,Navy curtain backdrop with warm micro LEDs,Navy curtain backdrop with warm micro LEDs selected in the Celestial Night palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#0D1B3D;#263B73;#C7A84A;#E8E2D1;#8D7BBE,navy fabric;gold acrylic;micro LEDs;mirror;matte paper,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/celestial-night/backdrop-01,Navy curtain backdrop with warm micro LEDs;Celestial Night;event decor;party rental
celestial-night-decor-02,celestial-night,birthday;engagement;wedding;graduation;corporate,floor-arrangement,Gold moon-and-star hanging shapes,Gold moon-and-star hanging shapes selected in the Celestial Night palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#0D1B3D;#263B73;#C7A84A;#E8E2D1;#8D7BBE,navy fabric;gold acrylic;micro LEDs;mirror;matte paper,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/celestial-night/floor-arrangement-01,Gold moon-and-star hanging shapes;Celestial Night;event decor;party rental
celestial-night-decor-03,celestial-night,birthday;engagement;wedding;graduation;corporate,lighting,Constellation acrylic table numbers,Constellation acrylic table numbers selected in the Celestial Night palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#0D1B3D;#263B73;#C7A84A;#E8E2D1;#8D7BBE,navy fabric;gold acrylic;micro LEDs;mirror;matte paper,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/celestial-night/lighting-01,Constellation acrylic table numbers;Celestial Night;event decor;party rental
celestial-night-decor-04,celestial-night,birthday;engagement;wedding;graduation;corporate,table-setting,Mirror plinth with navy vinyl wrap,Mirror plinth with navy vinyl wrap selected in the Celestial Night palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#0D1B3D;#263B73;#C7A84A;#E8E2D1;#8D7BBE,navy fabric;gold acrylic;micro LEDs;mirror;matte paper,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/celestial-night/table-setting-01,Mirror plinth with navy vinyl wrap;Celestial Night;event decor;party rental
celestial-night-decor-05,celestial-night,birthday;engagement;wedding;graduation;corporate,signage,Soft navy table linen set,Soft navy table linen set selected in the Celestial Night palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#0D1B3D;#263B73;#C7A84A;#E8E2D1;#8D7BBE,navy fabric;gold acrylic;micro LEDs;mirror;matte paper,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/celestial-night/signage-01,Soft navy table linen set;Celestial Night;event decor;party rental
corporate-brand-decor-01,corporate-brand,corporate;product-launch;conference;store-opening;team-event,backdrop,Modular branded step-and-repeat backdrop,Modular branded step-and-repeat backdrop selected in the Corporate Brand Showcase palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#FFFFFF;#1F2937;#2563EB;#E5E7EB;#111827,printed board;acrylic;modular metal;fabric;LED display,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/corporate-brand/backdrop-01,Modular branded step-and-repeat backdrop;Corporate Brand Showcase;event decor;party rental
corporate-brand-decor-02,corporate-brand,corporate;product-launch;conference;store-opening;team-event,floor-arrangement,Logo acrylic reception sign,Logo acrylic reception sign selected in the Corporate Brand Showcase palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#FFFFFF;#1F2937;#2563EB;#E5E7EB;#111827,printed board;acrylic;modular metal;fabric;LED display,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/corporate-brand/floor-arrangement-01,Logo acrylic reception sign;Corporate Brand Showcase;event decor;party rental
corporate-brand-decor-03,corporate-brand,corporate;product-launch;conference;store-opening;team-event,lighting,Brand-color table runner set,Brand-color table runner set selected in the Corporate Brand Showcase palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#FFFFFF;#1F2937;#2563EB;#E5E7EB;#111827,printed board;acrylic;modular metal;fabric;LED display,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/corporate-brand/lighting-01,Brand-color table runner set;Corporate Brand Showcase;event decor;party rental
corporate-brand-decor-04,corporate-brand,corporate;product-launch;conference;store-opening;team-event,table-setting,Product display plinths,Product display plinths selected in the Corporate Brand Showcase palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#FFFFFF;#1F2937;#2563EB;#E5E7EB;#111827,printed board;acrylic;modular metal;fabric;LED display,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/corporate-brand/table-setting-01,Product display plinths;Corporate Brand Showcase;event decor;party rental
corporate-brand-decor-05,corporate-brand,corporate;product-launch;conference;store-opening;team-event,signage,Neutral conference table centerpieces,Neutral conference table centerpieces selected in the Corporate Brand Showcase palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#FFFFFF;#1F2937;#2563EB;#E5E7EB;#111827,printed board;acrylic;modular metal;fabric;LED display,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/corporate-brand/signage-01,Neutral conference table centerpieces;Corporate Brand Showcase;event decor;party rental
baby-safari-decor-01,baby-safari,baby-shower;first-birthday;kids-birthday;gender-neutral-shower,backdrop,Baby-animal illustrated arch panels,Baby-animal illustrated arch panels selected in the Baby Safari palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#DDE7C7;#AFC58B;#D9B38C;#F4E6CF;#6B7A4A,foam board;washable fabric;matte balloons;wood;paper,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/baby-safari/backdrop-01,Baby-animal illustrated arch panels;Baby Safari;event decor;party rental
baby-safari-decor-02,baby-safari,baby-shower;first-birthday;kids-birthday;gender-neutral-shower,floor-arrangement,Sage and beige balloon garland,Sage and beige balloon garland selected in the Baby Safari palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,0.6-1.0 m floor zone outside circulation,two sides of focal area outside walking path,2 balanced clusters for a small setup; 3-5 for a wide stage,#DDE7C7;#AFC58B;#D9B38C;#F4E6CF;#6B7A4A,foam board;washable fabric;matte balloons;wood;paper,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/baby-safari/floor-arrangement-01,Sage and beige balloon garland;Baby Safari;event decor;party rental
baby-safari-decor-03,baby-safari,baby-shower;first-birthday;kids-birthday;gender-neutral-shower,lighting,Large artificial leaf floor props,Large artificial leaf floor props selected in the Baby Safari palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;covered-outdoor,adapt to measured table or perimeter,perimeter or overhead only where venue-approved,1 strand or fixture per 1.5-2 m of decorated perimeter,#DDE7C7;#AFC58B;#D9B38C;#F4E6CF;#6B7A4A,foam board;washable fabric;matte balloons;wood;paper,rental-or-purchase,Use low-heat LEDs; secure cords; no open flame near fabric or children.,decor/baby-safari/lighting-01,Large artificial leaf floor props;Baby Safari;event decor;party rental
baby-safari-decor-04,baby-safari,baby-shower;first-birthday;kids-birthday;gender-neutral-shower,table-setting,Wood-look milestone sign,Wood-look milestone sign selected in the Baby Safari palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,guest tables or cake-table surface,1 runner per table or 3-5 small items per round guest table,#DDE7C7;#AFC58B;#D9B38C;#F4E6CF;#6B7A4A,foam board;washable fabric;matte balloons;wood;paper,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/baby-safari/table-setting-01,Wood-look milestone sign;Baby Safari;event decor;party rental
baby-safari-decor-05,baby-safari,baby-shower;first-birthday;kids-birthday;gender-neutral-shower,signage,Neutral table linen with animal place cards,Neutral table linen with animal place cards selected in the Baby Safari palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,adapt to measured table or perimeter,entrance or focal-area edge at eye level,1 main sign plus optional table labels,#DDE7C7;#AFC58B;#D9B38C;#F4E6CF;#6B7A4A,foam board;washable fabric;matte balloons;wood;paper,purchase-or-rental-set,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/baby-safari/signage-01,Neutral table linen with animal place cards;Baby Safari;event decor;party rental
candy-pop-decor-01,candy-pop,kids-birthday;birthday;school-event;product-launch,backdrop,Oversized foam-board lollipop props,Oversized foam-board lollipop props selected in the Candy Pop palette; use as a commercially rentable or purchasable decor component rather than a permanent building modification.,indoor;outdoor-if-weather-secured,clear focal wall at least 2.0 m wide,focal wall behind cake or couple,1 focal unit per setup,#FF5FA2;#7ED6FF;#FFE66D;#B8F2A1;#FFFFFF,foam board;acrylic;matte balloons;paper;washable vinyl,rental-or-purchase,"Secure against tipping; keep exits, sprinklers, and service paths clear.",decor/candy-pop/backdrop-01,Oversized foam-board lollipop props;Candy Pop;event decor;party rental
